연번,시도,시군구,읍면동,우편번호,주    소,
449,부산,동구,초량1동행정복지센터,48820,부산광역시 동구 중앙대로179번길 33,
450,부산,동구,초량2동행정복지센터,48816,부산광역시 동구 중앙대로209번길 30,
451,부산,동구,초량3동행정복지센터,48797,부산광역시 동구 초량상로 112,
452,부산,동구,초량6동행정복지센터,48806,부산광역시 동구 초량로 75,
453,부산,동구,수정1동행정복지센터,48785,부산광역시 동구 홍곡로 71,
454,부산,동구,수정2동행정복지센터,48782,부산광역시 동구 수정중로11번길 23,
455,부산,동구,수정4동행정복지센터,48714,부산광역시 동구 망양로685번길 2,
456,부산,동구,수정5동행정복지센터,48706,부산광역시 동구 망양로795번길 2,
457,부산,동구,좌천동행정복지센터,48773,부산광역시 동구 좌천남로 19,
458,부산,동구,범일1동행정복지센터,48718,부산광역시 동구 범상로 12,
459,부산,동구,범일2동행정복지센터,48747,부산광역시 동구 범일로 58,
460,부산,동구,범일5동행정복지센터,48757,부산광역시 동구 성남로47번길 13,
461,부산,영도구,남항동행정복지센터,49045,부산광역시 영도구 남항로9번길 1,
462,부산,영도구,영선1동행정복지센터,49060,부산광역시 영도구 꿈나무길 25,
463,부산,영도구,영선2동행정복지센터,49056,부산광역시 영도구 영선대로 65,
464,부산,영도구,신선동행정복지센터,49078,부산광역시 영도구 하나길 317,
465,부산,영도구,봉래1동행정복지센터,49005,부산광역시 영도구 대교로6번길 5,
466,부산,영도구,봉래2동행정복지센터,49006,부산광역시 영도구 태종로165번길 1-8,
467,부산,영도구,청학1동행정복지센터,49024,부산광역시 영도구 청학서로 78,
